"Year","Jurisdiction","Category","Type","Classification","Stream","Management","Fate","Tonnes","Sub-stream"
"2015-2016","WA","Hazardous","Inorganic chemicals","Type","Total","Treatment","Unknown",1292,"08 Total"
"2015-2016","WA","Hazardous","Oils","Type","C&I","Landfill","Disposal",380,"03 C&I core"
"2015-2016","WA","Hazardous","Oils","Type","C&I","Other disposal","Disposal",4,"03 C&I core"
"2015-2016","WA","Hazardous","Oils","Type","C&I","Recycling","Recycling",132940,"03 C&I core"
"2015-2016","WA","Hazardous","Oils","Type","C&I","Treatment","Unknown",56299,"03 C&I core"
"2015-2016","WA","Hazardous","Oils","Type","Total","Landfill","Disposal",380,"08 Total"
"2015-2016","WA","Hazardous","Oils","Type","Total","Other disposal","Disposal",4,"08 Total"
"2015-2016","WA","Hazardous","Oils","Type","Total","Recycling","Recycling",132940,"08 Total"
"2015-2016","WA","Hazardous","Oils","Type","Total","Treatment","Unknown",56299,"08 Total"
"2015-2016","WA","Hazardous","Organic chemicals","Type","C&I","Recycling","Recycling",272,"03 C&I core"
"2015-2016","WA","Hazardous","Organic chemicals","Type","C&I","Treatment","Unknown",1168,"03 C&I core"
"2015-2016","WA","Hazardous","Organic chemicals","Type","Total","Recycling","Recycling",272,"08 Total"
"2015-2016","WA","Hazardous","Organic chemicals","Type","Total","Treatment","Unknown",1168,"08 Total"
"2015-2016","WA","Hazardous","Organic solvents","Type","C&I","Other disposal","Disposal",1,"03 C&I core"
"2015-2016","WA","Hazardous","Organic solvents","Type","C&I","Recycling","Recycling",1163,"03 C&I core"
"2015-2016","WA","Hazardous","Organic solvents","Type","C&I","Treatment","Unknown",3579,"03 C&I core"
"2015-2016","WA","Hazardous","Organic solvents","Type","Total","Other disposal","Disposal",1,"08 Total"
"2015-2016","WA","Hazardous","Organic solvents","Type","Total","Recycling","Recycling",1163,"08 Total"
"2015-2016","WA","Hazardous","Organic solvents","Type","Total","Treatment","Unknown",3579,"08 Total"
"2015-2016","WA","Hazardous","Other","Type","C&I","Landfill","Disposal",35497,"03 C&I core"
"2015-2016","WA","Hazardous","Other","Type","C&I","Other disposal","Disposal",829,"03 C&I core"
"2015-2016","WA","Hazardous","Other","Type","C&I","Recycling","Recycling",24233,"03 C&I core"
"2015-2016","WA","Hazardous","Other","Type","C&I","Treatment","Unknown",8609,"03 C&I core"
"2015-2016","WA","Hazardous","Other","Type","Total","Landfill","Disposal",35497,"08 Total"
"2015-2016","WA","Hazardous","Other","Type","Total","Other disposal","Disposal",829,"08 Total"
"2015-2016","WA","Hazardous","Other","Type","Total","Recycling","Recycling",24233,"08 Total"
"2015-2016","WA","Hazardous","Other","Type","Total","Treatment","Unknown",8609,"08 Total"
"2015-2016","WA","Hazardous","Other hazardous organic wastes","Type","C&I","Recycling","Recycling",16,"03 C&I core"
"2015-2016","WA","Hazardous","Other hazardous organic wastes","Type","Total","Recycling","Recycling",16,"08 Total"
"2015-2016","WA","Hazardous","Other miscellaneous","Type","C&I","Landfill","Disposal",44,"03 C&I core"
"2015-2016","WA","Hazardous","Other miscellaneous","Type","C&I","Treatment","Unknown",380,"03 C&I core"
"2015-2016","WA","Hazardous","Other miscellaneous","Type","Total","Landfill","Disposal",44,"08 Total"
"2015-2016","WA","Hazardous","Other miscellaneous","Type","Total","Treatment","Unknown",380,"08 Total"
"2015-2016","WA","Hazardous","Other soil/sludges","Type","C&I","Recycling","Recycling",379,"03 C&I core"
"2015-2016","WA","Hazardous","Other soil/sludges","Type","C&I","Treatment","Unknown",6981,"03 C&I core"
"2015-2016","WA","Hazardous","Other soil/sludges","Type","Total","Recycling","Recycling",379,"08 Total"
"2015-2016","WA","Hazardous","Other soil/sludges","Type","Total","Treatment","Unknown",6981,"08 Total"
"2015-2016","WA","Hazardous","Paints, resins, inks, organic sludges","Type","C&I","Landfill","Disposal",6282,"03 C&I core"
"2015-2016","WA","Hazardous","Paints, resins, inks, organic sludges","Type","C&I","Recycling","Recycling",79,"03 C&I core"
"2015-2016","WA","Hazardous","Paints, resins, inks, organic sludges","Type","C&I","Treatment","Unknown",258,"03 C&I core"
"2015-2016","WA","Hazardous","Paints, resins, inks, organic sludges","Type","Total","Landfill","Disposal",6282,"08 Total"
"2015-2016","WA","Hazardous","Paints, resins, inks, organic sludges","Type","Total","Recycling","Recycling",79,"08 Total"
"2015-2016","WA","Hazardous","Paints, resins, inks, organic sludges","Type","Total","Treatment","Unknown",258,"08 Total"
"2015-2016","WA","Hazardous","Pesticides","Type","C&I","Treatment","Unknown",8018,"03 C&I core"
"2015-2016","WA","Hazardous","Pesticides","Type","Total","Treatment","Unknown",8018,"08 Total"
"2015-2016","WA","Hazardous","Plating & heat treatment","Type","C&I","Treatment","Unknown",3642,"03 C&I core"
"2015-2016","WA","Hazardous","Plating & heat treatment","Type","Total","Treatment","Unknown",3642,"08 Total"
"2015-2016","WA","Hazardous","Reactive chemicals","Type","C&I","Treatment","Unknown",161,"03 C&I core"
"2015-2016","WA","Hazardous","Reactive chemicals","Type","Total","Treatment","Unknown",161,"08 Total"
"2015-2016","WA","Hazardous","Tyres","Type","C&I","Energy from waste facility","Energy recovery",12724,"03 C&I core"
"2015-2016","WA","Hazardous","Tyres","Type","C&I","Landfill","Disposal",51602,"03 C&I core"
"2015-2016","WA","Hazardous","Tyres","Type","C&I","Recycling","Recycling",6362,"03 C&I core"
"2015-2016","WA","Hazardous","Tyres","Type","Total","Energy from waste facility","Energy recovery",12724,"08 Total"
"2015-2016","WA","Hazardous","Tyres","Type","Total","Landfill","Disposal",51602,"08 Total"
"2015-2016","WA","Hazardous","Tyres","Type","Total","Recycling","Recycling",6362,"08 Total"
"2015-2016","WA","Masonry materials","Asphalt","Type","C&D","Recycling","Recycling",16281,"02 C&D"
"2015-2016","WA","Masonry materials","Asphalt","Type","C&I","Recycling","Recycling",25851,"03 C&I core"
"2015-2016","WA","Masonry materials","Asphalt","Type","MSW","Recycling","Recycling",1050,"01 MSW"
"2015-2016","WA","Masonry materials","Asphalt","Type","Total","Recycling","Recycling",43182,"08 Total"
"2015-2016","WA","Masonry materials","Bricks","Type","C&D","Recycling","Recycling",41715,"02 C&D"
"2015-2016","WA","Masonry materials","Bricks","Type","C&I","Recycling","Recycling",12814,"03 C&I core"
"2015-2016","WA","Masonry materials","Bricks","Type","MSW","Recycling","Recycling",367,"01 MSW"
"2015-2016","WA","Masonry materials","Bricks","Type","Total","Recycling","Recycling",54896,"08 Total"
"2015-2016","WA","Masonry materials","Concrete","Type","C&D","Recycling","Recycling",206482,"02 C&D"
"2015-2016","WA","Masonry materials","Concrete","Type","C&I","Recycling","Recycling",42757,"03 C&I core"
"2015-2016","WA","Masonry materials","Concrete","Type","MSW","Recycling","Recycling",18821,"01 MSW"
"2015-2016","WA","Masonry materials","Concrete","Type","Total","Recycling","Recycling",268060,"08 Total"
"2015-2016","WA","Masonry materials","Plasterboard & cement sheeting","Type","C&D","Recycling","Recycling",6752,"02 C&D"
"2015-2016","WA","Masonry materials","Plasterboard & cement sheeting","Type","C&I","Recycling","Recycling",95,"03 C&I core"
"2015-2016","WA","Masonry materials","Plasterboard & cement sheeting","Type","Total","Recycling","Recycling",6847,"08 Total"
"2015-2016","WA","Masonry materials","Rubble (incl. non-haz. foundry sands)","Type","C&D","Recycling","Recycling",738324,"02 C&D"
"2015-2016","WA","Masonry materials","Rubble (incl. non-haz. foundry sands)","Type","C&I","Recycling","Recycling",4392,"03 C&I core"
"2015-2016","WA","Masonry materials","Rubble (incl. non-haz. foundry sands)","Type","MSW","Recycling","Recycling",3132,"01 MSW"
"2015-2016","WA","Masonry materials","Rubble (incl. non-haz. foundry sands)","Type","Total","Recycling","Recycling",745848,"08 Total"
"2015-2016","WA","Metals","Aluminium","Type","C&D","Recycling","Recycling",2478,"02 C&D"
"2015-2016","WA","Metals","Aluminium","Type","C&I","Recycling","Recycling",9859,"03 C&I core"
"2015-2016","WA","Metals","Aluminium","Type","MSW","Recycling","Recycling",7307,"01 MSW"
"2015-2016","WA","Metals","Aluminium","Type","Total","Recycling","Recycling",19645,"08 Total"
"2015-2016","WA","Metals","Non-ferrous metals (excl. aluminium)","Type","C&I","Recycling","Recycling",17886,"03 C&I core"
"2015-2016","WA","Metals","Non-ferrous metals (excl. aluminium)","Type","MSW","Recycling","Recycling",4150,"01 MSW"
"2015-2016","WA","Metals","Non-ferrous metals (excl. aluminium)","Type","Total","Recycling","Recycling",22037,"08 Total"
"2015-2016","WA","Metals","Steel","Type","C&D","Recycling","Recycling",135851,"02 C&D"
"2015-2016","WA","Metals","Steel","Type","C&I","Recycling","Recycling",333263,"03 C&I core"
"2015-2016","WA","Metals","Steel","Type","MSW","Recycling","Recycling",68165,"01 MSW"
"2015-2016","WA","Metals","Steel","Type","Total","Recycling","Recycling",537278,"08 Total"
"2015-2016","WA","Organics","Food organics","Type","C&I","Landfill","Disposal",153331,"03 C&I core"
"2015-2016","WA","Organics","Food organics","Type","C&I","Landfill","Energy recovery",28314,"03 C&I core"
"2015-2016","WA","Organics","Food organics","Type","C&I","Recycling","Recycling",37195,"03 C&I core"
"2015-2016","WA","Organics","Food organics","Type","MSW","Landfill","Disposal",329821,"01 MSW"
"2015-2016","WA","Organics","Food organics","Type","MSW","Landfill","Energy recovery",60905,"01 MSW"
"2015-2016","WA","Organics","Food organics","Type","MSW","Recycling","Recycling",53954,"01 MSW"
"2015-2016","WA","Organics","Food organics","Type","Total","Landfill","Disposal",483152,"08 Total"
"2015-2016","WA","Organics","Food organics","Type","Total","Landfill","Energy recovery",89219,"08 Total"
"2015-2016","WA","Organics","Food organics","Type","Total","Recycling","Recycling",91149,"08 Total"
"2015-2016","WA","Organics","Garden organics","Type","C&D","Landfill","Disposal",12327,"02 C&D"
"2015-2016","WA","Organics","Garden organics","Type","C&D","Landfill","Energy recovery",1207,"02 C&D"
"2015-2016","WA","Organics","Garden organics","Type","C&D","Recycling","Recycling",50429,"02 C&D"
"2015-2016","WA","Organics","Garden organics","Type","C&I","Landfill","Disposal",30782,"03 C&I core"
"2015-2016","WA","Organics","Garden organics","Type","C&I","Landfill","Energy recovery",3013,"03 C&I core"
"2015-2016","WA","Organics","Garden organics","Type","C&I","Recycling","Recycling",18668,"03 C&I core"
"2015-2016","WA","Organics","Garden organics","Type","MSW","Landfill","Disposal",167778,"01 MSW"
"2015-2016","WA","Organics","Garden organics","Type","MSW","Landfill","Energy recovery",16422,"01 MSW"
"2015-2016","WA","Organics","Garden organics","Type","MSW","Recycling","Recycling",164648,"01 MSW"
"2015-2016","WA","Organics","Garden organics","Type","Total","Landfill","Disposal",210886,"08 Total"
"2015-2016","WA","Organics","Garden organics","Type","Total","Landfill","Energy recovery",20641,"08 Total"
"2015-2016","WA","Organics","Garden organics","Type","Total","Recycling","Recycling",233745,"08 Total"
"2015-2016","WA","Organics","Other organics","Type","MSW","Landfill","Disposal",39250,"01 MSW"
"2015-2016","WA","Organics","Other organics","Type","MSW","Landfill","Energy recovery",5404,"01 MSW"
"2015-2016","WA","Organics","Other organics","Type","MSW","Recycling","Recycling",6166,"01 MSW"
"2015-2016","WA","Organics","Other organics","Type","Total","Landfill","Disposal",39250,"08 Total"
"2015-2016","WA","Organics","Other organics","Type","Total","Landfill","Energy recovery",5404,"08 Total"
"2015-2016","WA","Organics","Other organics","Type","Total","Recycling","Recycling",6166,"08 Total"
"2015-2016","WA","Organics","Timber","Type","C&D","Landfill","Disposal",39912,"02 C&D"
"2015-2016","WA","Organics","Timber","Type","C&D","Landfill","Energy recovery",688,"02 C&D"
"2015-2016","WA","Organics","Timber","Type","C&D","Recycling","Recycling",8192,"02 C&D"
"2015-2016","WA","Organics","Timber","Type","C&I","Landfill","Disposal",103819,"03 C&I core"
"2015-2016","WA","Organics","Timber","Type","C&I","Landfill","Energy recovery",1789,"03 C&I core"
"2015-2016","WA","Organics","Timber","Type","C&I","Recycling","Recycling",49131,"03 C&I core"
"2015-2016","WA","Organics","Timber","Type","MSW","Landfill","Disposal",10975,"01 MSW"
"2015-2016","WA","Organics","Timber","Type","MSW","Landfill","Energy recovery",189,"01 MSW"
"2015-2016","WA","Organics","Timber","Type","MSW","Recycling","Recycling",7901,"01 MSW"
"2015-2016","WA","Organics","Timber","Type","Total","Landfill","Disposal",154706,"08 Total"
"2015-2016","WA","Organics","Timber","Type","Total","Landfill","Energy recovery",2665,"08 Total"
"2015-2016","WA","Organics","Timber","Type","Total","Recycling","Recycling",65225,"08 Total"
"2015-2016","WA","Paper & cardboard","Cardboard","Type","C&D","Recycling","Recycling",540,"02 C&D"
"2015-2016","WA","Paper & cardboard","Cardboard","Type","C&I","Recycling","Recycling",66103,"03 C&I core"
"2015-2016","WA","Paper & cardboard","Cardboard","Type","MSW","Recycling","Recycling",92182,"01 MSW"
"2015-2016","WA","Paper & cardboard","Cardboard","Type","Total","Recycling","Recycling",158826,"08 Total"
"2015-2016","WA","Paper & cardboard","Newsprint & magazines","Type","C&I","Recycling","Recycling",13872,"03 C&I core"
"2015-2016","WA","Paper & cardboard","Newsprint & magazines","Type","MSW","Recycling","Recycling",44083,"01 MSW"
"2015-2016","WA","Paper & cardboard","Newsprint & magazines","Type","Total","Recycling","Recycling",57955,"08 Total"
"2015-2016","WA","Paper & cardboard","Office paper","Type","C&I","Recycling","Recycling",34486,"03 C&I core"
"2015-2016","WA","Paper & cardboard","Office paper","Type","Total","Recycling","Recycling",34486,"08 Total"
"2015-2016","WA","Plastics","High density polyethylene (HDPE)","Type","C&D","Recycling","Recycling",50,"02 C&D"
"2015-2016","WA","Plastics","High density polyethylene (HDPE)","Type","C&I","Recycling","Recycling",2830,"03 C&I core"
"2015-2016","WA","Plastics","High density polyethylene (HDPE)","Type","MSW","Recycling","Recycling",3410,"01 MSW"
"2015-2016","WA","Plastics","High density polyethylene (HDPE)","Type","Total","Recycling","Recycling",6290,"08 Total"
"2015-2016","WA","Plastics","Low density polyethylene (LDPE)","Type","C&D","Recycling","Recycling",10,"02 C&D"
"2015-2016","WA","Plastics","Low density polyethylene (LDPE)","Type","C&I","Recycling","Recycling",1060,"03 C&I core"
"2015-2016","WA","Plastics","Low density polyethylene (LDPE)","Type","Total","Recycling","Recycling",1070,"08 Total"
"2015-2016","WA","Plastics","Other plastics","Type","C&I","Recycling","Recycling",2070,"03 C&I core"
"2015-2016","WA","Plastics","Other plastics","Type","MSW","Recycling","Recycling",200,"01 MSW"
"2015-2016","WA","Plastics","Other plastics","Type","Total","Recycling","Recycling",2270,"08 Total"
"2015-2016","WA","Plastics","Polyethylene terephthalate (PET)","Type","MSW","Recycling","Recycling",3350,"01 MSW"
"2015-2016","WA","Plastics","Polyethylene terephthalate (PET)","Type","Total","Recycling","Recycling",3350,"08 Total"
"2015-2016","WA","Plastics","Polypropylene (PP)","Type","C&I","Recycling","Recycling",1160,"03 C&I core"
"2015-2016","WA","Plastics","Polypropylene (PP)","Type","MSW","Recycling","Recycling",1200,"01 MSW"
"2015-2016","WA","Plastics","Polypropylene (PP)","Type","Total","Recycling","Recycling",2360,"08 Total"
"2015-2016","WA","Plastics","Polystyrene (PS)","Type","C&I","Recycling","Recycling",470,"03 C&I core"
"2015-2016","WA","Plastics","Polystyrene (PS)","Type","MSW","Recycling","Recycling",200,"01 MSW"
"2015-2016","WA","Plastics","Polystyrene (PS)","Type","Total","Recycling","Recycling",670,"08 Total"
"2015-2016","WA","Plastics","Polyvinyl chloride (PVC)","Type","MSW","Recycling","Recycling",110,"01 MSW"
"2015-2016","WA","Plastics","Polyvinyl chloride (PVC)","Type","Total","Recycling","Recycling",110,"08 Total"
"2015-2016","WA","Textiles, leather & rubber (excl. tyres)","Textiles","Type","C&I","Recycling","Recycling",95,"03 C&I core"
"2015-2016","WA","Textiles, leather & rubber (excl. tyres)","Textiles","Type","MSW","Recycling","Recycling",2560,"01 MSW"
"2015-2016","WA","Textiles, leather & rubber (excl. tyres)","Textiles","Type","Total","Recycling","Recycling",2655,"08 Total"
"2014-2015","ACT","Glass","Glass","Type","C&D","Landfill","Disposal",112,"02 C&D"
"2014-2015","ACT","Glass","Glass","Type","C&I","Landfill","Disposal",5813,"03 C&I core"
"2014-2015","ACT","Glass","Glass","Type","MSW","Landfill","Disposal",3959,"01 MSW"
"2014-2015","ACT","Glass","Glass","Type","Total","Landfill","Disposal",9884,"08 Total"
"2014-2015","ACT","Glass","Glass","Type","Total","Recycling","Recycling",12882,"08 Total"
"2014-2015","ACT","Hazardous","Alkalis","Type","C&I","Landfill","Disposal",60,"03 C&I core"
"2014-2015","ACT","Hazardous","Alkalis","Type","C&I","Recycling","Recycling",144,"03 C&I core"
"2014-2015","ACT","Hazardous","Alkalis","Type","C&I","Treatment","Unknown",27,"03 C&I core"
